content,date posted
"sktan10 said:
			
		
	
	
		
		
			Even AD also cant be trusted fully.

My AD told me car battery going dead soon during 40k major servicing,

I told them don't need and now car is 50k mileage and battery still strong.lolâ€¦

All my previous car after warranty end.i visit those cheap servicing workshop (range from $38 to $58),so far so good.Never encounter any problem.
		
		Click to expand...
	


I think there is a standard battery test where it churns out some report that indicates the battery life. 

U can request to see this battery test report or consider getting a 2nd opinion at WS 

u trust so u don't get caught out one fine morning when ur car don't start due dead batt. 
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Aug 26, 2020",25-08-20
"mel1888 said:
			
		
	
	
		
		
			u point out ur damages prior to work commencement. After finished u check ur car b4 u leave workshop. Any addition damages they have to resolve, there is no escaping that. But if its ur car internals that u cannot see and only find out later, bring back wksp talk to boss nicely and firmly to fix. Thats all u can do.
		
		Click to expand...
	


I've ever encountered this previously.

I open my passenger side window everyday.

When I took back the car after servicing, I realised the window not working.

Immediately I point it out to the workshop owner.

The owner replied it can't be damaged by them as the servicing does not require them to dismantle the door panel which may damage the window unit.

They quoted me $1600 for replacement of window unit.

Did not repair window.



That servicing session, the servicing advisor say need to change battery.

I replied in whatsapp to change to cheapest available as car due for scrape in about a yr.

At payment, realised they billed me for a more expensive batt.

The svc advisor realised his mistake and ask mechanic to replace again.



Not sure if this ""extra in-out work for the mechanic"" lead to the damaged window.



Suck thumb.
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Aug 26, 2020",26-08-20
"iantao99 said:
			
		
	
	
		
		
			I've ever encountered this previously.

I open my passenger side window everyday.

When I took back the car after servicing, I realised the window not working.

Immediately I point it out to the workshop owner.

The owner replied it can't be damaged by them as the servicing does not require them to dismantle the door panel which may damage the window unit.

They quoted me $1600 for replacement of window unit.

Did not repair window.



That servicing session, the servicing advisor say need to change battery.

I replied in whatsapp to change to cheapest available as car due for scrape in about a yr.

At payment, realised they billed me for a more expensive batt.

The svc advisor realised his mistake and ask mechanic to replace again.

Not sure if this lead to the damaged window.



Suck thumb.
		
		Click to expand...
	


I assumed you referring to the main 12V battery. Sound not logic as replacing this battery would lead to damage of window unit. 

$1600 for Window unit, assumed is the power window unit... conti ride?",26-08-20
"myviowner said:
			
		
	
	
		
		
			I assumed you referring to the main 12V battery. Sound not logic as replacing this battery would lead to damage of window unit. 

$1600 for Window unit, assumed is the power window unit... conti ride?
		
		Click to expand...
	


Yes, I'm referring to power window unit in a BMW.



precisely the point made by workshop damage was not done by them.



My point is, my window was in perfect working order when i drove into workshop.

If comes out of WS damaged, what are the reasons?

Damage was obviously not done during change battery.

It would have to b done with intent.",26-08-20
"iantao99 said:
			
		
	
	
		
		
			Yes, I'm referring to power window unit in a BMW.



precisely the point made by workshop damage was not done by them.



My point is, my window was in perfect working order when i drove into workshop.

If comes out of WS damaged, what are the reasons?

Damage was obviously not done during change battery.

It would have to b done with intent.
		
		Click to expand...
	


"" It would have to b done with intent"" You have a uphill task to prove this statement. 

As you said, suck thumb and avoid this workshop. Plus stay by your ride from next servicing onward.",26-08-20
"The workshop I go to, usually quite close with the boss and his workers.

Normally they quite busy, I will always buy them foods & drinks.



So far never tio chop or whatever.

Never once ask me change anything. 

My car very in tip top condition.



A regular for the past 10 years.",26-08-20
"LouisSaha said:
			
		
	
	
		
		
			The workshop I go to, usually quite close with the boss and his workers.

Normally they quite busy, I will always buy them foods & drinks.



So far never tio chop or whatever.

Never once ask me change anything. 

My car very in tip top condition.



A regular for the past 10 years.
		
		Click to expand...
	


Good to know ride is in good hands.",26-08-20
"myviowner said:
			
		
	
	
		
		
			"" It would have to b done with intent"" You have a uphill task to prove this statement. 

As you said, suck thumb and avoid this workshop. Plus stay by your ride from next servicing onward.
		
		Click to expand...
	


Thanks for the advice.



Trying to imagine how I can stay close to my ride and not be over imposing on the mechanic. Lol!",26-08-20
"iantao99 said:
			
		
	
	
		
		
			I've ever encountered this previously.

I open my passenger side window everyday.

When I took back the car after servicing, I realised the window not working.

Immediately I point it out to the workshop owner.

The owner replied it can't be damaged by them as the servicing does not require them to dismantle the door panel which may damage the window unit.

They quoted me $1600 for replacement of window unit.

Did not repair window.



That servicing session, the servicing advisor say need to change battery.

I replied in whatsapp to change to cheapest available as car due for scrape in about a yr.

At payment, realised they billed me for a more expensive batt.

The svc advisor realised his mistake and ask mechanic to replace again.

Not sure if this lead to the damaged window.



Suck thumb.
		
		Click to expand...
	


sounds like suay and not workshop problem. 

Changing battery will not likely lead to window motor failure. Got fuse protection. 

You cannot blame WS for some things. Some things are just waiting to fail. When it fails, no one knows.



some components will just fail suddenly. all about MTBF and heng suay. Some things maybe got warning sounds or symptoms. Some won't have.",26-08-20
Wonder whether these situation will happen for those pi in-house ws,26-08-20
"mp4005 help said:
			
		
	
	
		
		
			sounds like suay and not workshop problem. 

Changing battery will not likely lead to window motor failure. Got fuse protection. 

You cannot blame WS for some things. Some things are just waiting to fail. When it fails, no one knows.



some components will just fail suddenly. all about MTBF and heng suay. Some things maybe got warning sounds or symptoms. Some won't have.
		
		Click to expand...
	


Yes, always a chance parts break down suddenly.



Unless send part for investigative inspection, can only suck thumb.",28-08-20
"iantao99 said:
			
		
	
	
		
		
			Thanks for the advice.



Trying to imagine how I can stay close to my ride and not be over imposing on the mechanic. Lol!
		
		Click to expand...
	


Start a conversation with the mechanics. Thats what i always do.",28-08-20
"SuperSprint said:
			
		
	
	
		
		
			I donâ€™t understand why some people can leave their car servicing then go elsewhere. I always stay around and always go under my car during draining oil to see the condition myself and take video and picture. 



Then can also talk talk to Mechanic doing your car. Usually they can sense you know abit car wun try to smoke u to change things.
		
		Click to expand...
	


It depends on your luck loh..



Some workshops dont like you to be around the place where they work...

worse is when the mechanic in charge fo your car dont like it..

he go meddle with something .. u put something in .. u also wont know one hor..





Just this week, I went for car alignment and balancing for $50 .. promo... advertised in Carousell.. This K.H workshop.. .....



so the alignment guy did the roadforce thingy great..

but then he pass the car to 2 guys  ... for wheel balancing.



Those 2 ****ers.. .only did the front 2 wheels.. and they never take out my rear wheels to  balance.



I asked them... back wheels no need ah..  one of the guy say.. No need..



So I lan lan.. just drove off loh..





If u insist on them balancing the rear ... you can be sure they will leave a nut  loose or put extra/less weight on one of the tyres.





LOW SES folks are like that one.... 





So for me, I got free time.. I also go different workshops ... and change or service stuff..



but now i know probably a few workshops I can trust with the price and service. 



Usually.. these workshops are the small workshops with 2 or 3 car lifters type..

and the boss is usually under 40yrs old and very hands on with the other 2-3 crew members one.



No lounge.. but you can stand there or sit at stools lying around.. 



But.. don't bother them. .just look from distance... when they working.. u can see what they are doing.. but not so close it irritates them...





For pricing, you must be thick skin ... just ask 2 or 3 workshops and you will know who is priced too high.. can eliminate..







And for relationship wise.. actually purely transactional lah... it's like all the other businesses.. u think the salesman or mechanics want to engage you in conversations and become friends meh..  They are so busy and just want to focus on doing their stuff.. and talk to people they want to talk to.  they also know you tlak to them is .. because your car there.. and u want to get into their good shoes.



So usually.. I tell the boss the problem.. he diagnosed ..he suggest solution and price.. i say ok.. or not ok ... and then the workers do.   



This type is very straightforward.. and if u go once or twice, the boss will know ur pattern and wont go beat around the bush with you one.   He not sure 100% will solve, he will tell you.. u can try this at this price.. but no guarantee..   >.. then you can do a bit of research before you go...



 you can also whatsapp him, no need to call him.  Just tell him what parts you want to charge, OE parts, or what brand u want, then ask him how much ..  He will just give you the price nad labour.. and you decide ok or not..  This is how i compare price or know which workshop to go to. But I not lookoing for the cheapest..   I only giving the workshops I know who are doing proper jobs and the markup is reasonable.





when i see a workshop with only workers and boss not around type or boss not hands on already. My experience tells me.. this type cannot go one.
			
			Â 
			
				
			
		

		

		
	

								

								
									
	
		
			
				Last edited: Aug 29, 2020",29-08-20
